"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"Q945W5","tr|Q945W5|Q945W5_ORYSJ","Glutathione S-transferase GSTU6, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g38710 PE=2 SV=1",115483088,0.929,1.054,1.045,1.005,1.078,1.066,0.809,0.874,0.84,0.664,0.946,0.945,0.949,0.954,0.986,0.79,0.997,0.948
"Q7XCK0","tr|Q7XCK0|Q7XCK0_ORYSJ","Glutathione S-transferase OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0015I11.25 PE=2 SV=1",115483212,1.012,1.047,1.047,1.155,1.065,1.009,0.971,0.882,0.956,1.092,1.015,1.048,0.908,1.004,1.263,1.106,1.305,1.236
"Q53NP8","tr|Q53NP8|Q53NP8_ORYSJ","Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g07670 PE=2 SV=1",115484453,1.012,1.055,1.086,1.13,1.078,0.989,0.875,0.987,0.838,1.01,0.963,1,0.943,1.01,1.147,1.126,1.134,1.077
"Q53N80","tr|Q53N80|Q53N80_ORYSJ","Os11g0242400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g13850 PE=2 SV=1",115484891,1.004,1.056,1.005,1.042,1.034,1.014,0.83,0.823,0.847,0.818,0.904,1.031,0.961,0.929,0.959,1.134,0.948,0.963
"Q2R3A1","sp|Q2R3A1|CHS1_ORYSJ","Chalcone synthase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=CHS1 PE=2 SV=1",115485731,1.167,1.453,1.564,1.602,1.626,0.947,0.47,0.587,0.688,0.856,1.001,0.793,1,1.294,1.727,1.324,1.795,1.058
"Q2R1P5","tr|Q2R1P5|Q2R1P5_ORYSJ","Leucine Rich Repeat family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g38520 PE=4 SV=1",115486143,0.897,0.888,0.874,0.808,0.926,1.195,0.585,0.542,0.718,0.819,0.645,0.858,0.8,0.677,0.922,0.741,0.979,0.817
"Q2R1J1","tr|Q2R1J1|Q2R1J1_ORYSJ","ABC transporter family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g39020 PE=2 SV=1",115486187,0.992,1.1,0.974,0.897,0.96,0.973,0.898,0.793,0.868,0.81,0.9,1.003,0.86,0.882,0.893,1.134,0.948,1.064
"Q2R0R2","tr|Q2R0R2|Q2R0R2_ORYSJ","Cytochrome P450 family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g41710 PE=2 SV=1",115486369,0.83,1.041,0.883,0.861,0.932,0.916,0.458,0.472,0.663,0.604,1.058,0.883,1.042,0.789,0.977,0.798,1.03,1.026
"Q2QYE1","sp|Q2QYE1|APY3_ORYSJ","Probable apyrase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=APY3 PE=2 SV=2",115487090,1.147,1.147,0.96,0.997,0.925,1.115,0.887,0.883,0.787,0.949,0.829,1.081,0.961,0.829,1.197,1.065,1.165,1.148
"Q2QX08","tr|Q2QX08|Q2QX08_ORYSJ","Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g07580 PE=3 SV=1",115487602,1.158,1.185,0.995,1.001,0.967,1.141,0.8,0.924,0.826,0.969,0.967,0.939,1.011,1.041,1.226,1.048,1.183,1.169
"Q0IPL3","tr|Q0IPL3|Q0IPL3_ORYSJ","Os12g0189300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0189300 PE=4 SV=1",115487692,1.087,1.389,0.941,1.045,0.967,0.63,0.448,0.392,0.388,0.239,0.623,0.902,0.595,1.224,1.004,1.536,1.048,1.124
"Q0ING3","sp|Q0ING3|SHT2_ORYSJ","Spermidine hydroxycinnamoyltransferase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0458100 PE=3 SV=1",115488492,0.651,1.381,1.086,0.974,1.227,0.937,0.433,0.376,0.408,0.456,0.398,0.445,0.357,0.356,0.743,0.788,0.746,0.898
"Q2QP54","tr|Q2QP54|Q2QP54_ORYSJ","Elongation factor Ts, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=EFTS PE=3 SV=1",115488938,1.097,1.023,0.964,0.955,0.957,0.982,0.792,0.811,0.859,0.89,0.962,1.016,0.961,1.028,0.899,1.087,0.928,0.972
"Q2QNS7","tr|Q2QNS7|Q2QNS7_ORYSJ","Os12g0555500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g36880 PE=2 SV=1",115489022,1.099,1.059,1.269,1.224,1.349,1.298,0.893,0.939,0.906,0.985,1.092,1.383,1.099,0.858,1.212,1.175,1.273,1.183
"Q2QNN5","tr|Q2QNN5|Q2QNN5_ORYSJ","Lipoxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g37260 PE=3 SV=2",115489048,0.64,0.651,0.555,0.573,0.619,0.772,0.465,0.36,0.498,0.466,0.244,0.329,0.322,0.365,0.607,0.508,0.649,0.612
"Q7XT44","tr|Q7XT44|Q7XT44_ORYSJ","OSJNBb0089K24.3 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0121100 PE=3 SV=2",116308990,1.348,1.096,1.031,1.088,0.928,1.07,0.596,0.701,0.677,0.768,0.759,1.179,0.728,0.727,1.125,1.26,1.026,1.201
"Q0JCX3","tr|Q0JCX3|Q0JCX3_ORYSJ","Os04g0445200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0445200 PE=2 SV=1",116310227,1.019,1.103,1.062,1.03,1.015,1.033,0.776,0.896,0.828,0.921,1.066,1.118,0.995,0.928,0.946,1.265,0.919,0.984
"Q7XQC9","tr|Q7XQC9|Q7XQC9_ORYSJ","OSJNBb0060M15.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0060M15.2 PE=4 SV=2",116317759,0.988,1.063,0.967,0.864,0.884,0.956,0.693,0.76,0.651,0.67,0.878,1.033,0.805,0.816,0.845,1.069,0.753,0.902
"Q0JJS8","sp|Q0JJS8|HF101_ORYSJ","Fe-S cluster assembly factor HCF101, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=HCF101 PE=3 SV=3",125527521,1.107,1.051,1.066,0.968,0.966,0.991,0.809,0.736,0.733,0.781,1.002,1.14,0.941,0.904,0.932,1.112,0.88,0.987
"Q337Y2","sp|Q337Y2|CADH3_ORYSJ","Probable cinnamyl alcohol dehydrogenase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=CAD3 PE=2 SV=1",125532040,1.049,1.136,1.136,1.035,1.116,1.174,0.8,0.828,0.921,0.983,0.969,1.06,0.949,0.833,1.292,1.035,1.13,1.045
"A3C592","tr|A3C592|A3C592_ORYSJ","Os10g0447900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0447900 PE=4 SV=1",125532159,0.895,1.021,1.146,1.134,1.145,0.918,0.677,0.754,0.721,0.681,0.998,0.874,0.985,0.764,1.14,0.966,1.157,1.033
"Q2QYK6","tr|Q2QYK6|Q2QYK6_ORYSJ","Chalcone-flavonone isomerase family protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g02370 PE=3 SV=1",125535555,1.296,1.357,1.596,1.505,1.538,1.204,0.596,0.748,0.664,0.953,1.2,0.999,1.179,1.367,1.723,1.56,1.533,1.09
"Q0DZZ3","tr|Q0DZZ3|Q0DZZ3_ORYSJ","Os02g0589700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0589700 PE=4 SV=2",125540091,1.487,1.68,0.992,1.084,0.997,1.004,0.718,0.895,0.629,1.013,1.095,1.103,1.022,1.131,1.501,1.375,1.397,1.459
"Q10S49","tr|Q10S49|Q10S49_ORYSJ","Glutathione S-transferase, C-terminal domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g04250 PE=3 SV=1",125542289,1.018,1.161,1.188,1.386,1.091,1.118,0.942,0.822,1.033,1.375,0.874,0.931,0.974,1.104,1.534,1.263,1.693,1.431
"B9FGD1","tr|B9FGD1|B9FGD1_ORYSJ","Elongation factor G, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_15609 PE=3 SV=1",125549171,1.024,1.085,0.947,0.933,0.969,1.036,0.82,0.799,0.86,0.78,0.913,1.041,0.923,1.024,0.89,1.084,0.909,0.973
"Q60DW4","tr|Q60DW4|Q60DW4_ORYSJ","Os05g0419000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0419000 PE=2 SV=1",125552368,1.011,1.03,1.165,1.05,1.063,0.991,0.949,0.963,0.842,1.047,1.17,1.303,1.139,1.023,1.065,1.057,1.034,0.972
"Q5VPR6","tr|Q5VPR6|Q5VPR6_ORYSJ","Os06g0118700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0118700 PE=2 SV=1",125553822,1.121,1.098,1.021,1.142,1.025,0.984,0.627,0.661,0.649,0.762,0.743,0.991,0.785,0.819,1.341,1.017,1.36,1.152
"B9FTR2","tr|B9FTR2|B9FTR2_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21675 PE=3 SV=1",125555716,1.044,1.067,1.062,0.992,1.053,1.084,0.694,0.746,0.699,0.772,0.915,0.937,0.934,0.935,1.128,1,1.048,0.928
"Q8GRK6","tr|Q8GRK6|Q8GRK6_ORYSJ","Os07g0243150 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0418E08.140 PE=4 SV=1",125557818,0.959,1.056,0.802,0.948,0.854,0.968,0.708,0.766,0.694,0.625,0.754,0.899,0.818,0.907,0.862,1.007,0.881,1.015
"Q6ZHK4","tr|Q6ZHK4|Q6ZHK4_ORYSJ","Os07g0491900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0038F10.103 PE=4 SV=1",125558389,0.954,1.115,1.305,1.147,1.196,1.295,0.912,0.902,0.964,1.156,1.226,1.313,1.21,1.059,1.106,1.109,1.134,1.078
"Q6Z4A7","sp|Q6Z4A7|APR1_ORYSJ","Probable 5'-adenylylsulfate reductase 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=APR1 PE=2 SV=1",125558478,1.034,1.278,1.018,0.821,0.927,0.876,0.658,0.577,0.818,0.651,0.96,1.084,0.908,0.983,0.867,1.36,0.853,1.225
"Q0J8G4","sp|Q0J8G4|SCRK2_ORYSJ","Fructokinase-2 OS=Oryza sativa subsp. japonica OX=39947 GN=FRK2 PE=1 SV=1",125559927,1.234,1.129,1.092,1.186,1.089,0.891,0.83,0.919,0.768,1.047,0.889,0.947,0.878,1.08,1.055,1.24,1.068,1.074
"A3A2W2","sp|A3A2W2|CSPLO_ORYSJ","CASP-like protein 4A2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0134500 PE=2 SV=2",125580720,0.886,1.012,1.034,0.918,0.951,0.996,0.822,0.657,0.778,0.849,0.865,0.949,0.885,0.818,1.136,0.873,1.123,1.045
"A3A9Y5","tr|A3A9Y5|A3A9Y5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07863 PE=3 SV=1",125583193,1.215,1.23,0.917,1.001,0.955,1.079,0.8,0.719,0.84,0.754,0.898,1.135,0.83,1.364,0.909,1.229,0.903,1.007
"Q2R776","tr|Q2R776|Q2R776_ORYSJ","Endo-1,31,4-beta-D-glucanase, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g17540 PE=4 SV=1",125584288,1.283,1.06,1.05,1.076,1.04,0.906,0.78,0.748,0.813,0.939,1.078,0.996,1.083,1.268,1.066,1.291,1.098,1.042
"A3AMQ8","tr|A3AMQ8|A3AMQ8_ORYSJ","Str_synth domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12584 PE=4 SV=1",125587933,1.176,1.156,1.16,1.24,1.203,1.124,0.808,0.942,0.823,1.116,0.993,0.965,0.995,0.941,1.272,1.062,1.268,1.066
"A3AMT5","tr|A3AMT5|A3AMT5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12612 PE=4 SV=1",125587960,1.039,1.027,0.845,0.847,0.825,1.034,0.857,0.798,0.958,0.759,0.791,0.87,0.903,0.805,0.942,1.056,0.959,1.029
"A3AYD1","tr|A3AYD1|A3AYD1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16531 PE=4 SV=1",125591970,0.983,0.926,1.016,1.032,0.988,0.912,0.821,0.803,0.839,0.842,0.907,0.894,0.933,0.848,1.152,0.972,1.06,1.03
"A3BJV7","tr|A3BJV7|A3BJV7_ORYSJ","Glycosyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24286 PE=3 SV=1",125600270,0.987,1.208,0.912,0.965,0.893,1.087,0.754,0.721,0.761,0.941,1.071,0.913,1.055,0.739,1.13,1.011,1.186,1.196
"A3BKU8","tr|A3BKU8|A3BKU8_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24632 PE=4 SV=1",125600611,0.852,0.872,0.969,1.095,0.999,0.895,0.755,0.722,0.822,0.799,0.807,0.827,0.875,0.857,0.789,0.992,0.853,0.895
"A3BVP2","tr|A3BVP2|A3BVP2_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_28254 PE=3 SV=1",125604306,0.816,1.039,0.486,0.53,0.565,0.68,0.604,0.623,0.61,0.6,0.499,0.479,0.592,0.734,0.749,0.659,0.717,0.988
"Q10RT4","tr|Q10RT4|Q10RT4_ORYSJ","(RAP Annotation release2) Galactose-binding like domain containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g05320 PE=2 SV=1",215678989,0.982,0.896,1.019,1.033,0.911,0.821,0.834,0.805,0.707,0.616,1.015,0.922,0.913,0.946,1.038,0.907,0.995,1.006
"B7E6T2","tr|B7E6T2|B7E6T2_ORYSJ","cDNA clone:001-038-D09, full insert sequence OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",215687350,0.942,0.932,0.888,0.975,0.946,0.775,0.849,0.871,0.837,0.774,1.081,1.014,1.111,0.964,1.026,0.998,1.048,1.018
"Q2QW32","tr|Q2QW32|Q2QW32_ORYSJ","Leucine Rich Repeat family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g10740 PE=2 SV=1",218186588,0.939,0.86,0.677,0.781,0.843,0.675,0.588,0.458,0.607,0.513,0.393,0.576,0.864,0.606,0.847,0.568,0.979,1.012
"B9F518","tr|B9F518|B9F518_ORYSJ","Tr-type G domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_06278 PE=4 SV=1",218190501,1.09,1.519,1.018,1.005,1.077,1.384,0.832,0.782,0.626,0.588,1.037,1.194,1.117,1.117,0.911,1.086,0.868,1.152
"Q69SU2","tr|Q69SU2|Q69SU2_ORYSJ","Os02g0554100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0554100 PE=2 SV=1",218190962,1.153,1.111,1.031,1.132,1.072,0.976,0.923,1.016,0.798,0.896,1.062,0.965,1.12,1.034,1.29,1.139,1.299,1.252
"Q8H069","tr|Q8H069|Q8H069_ORYSJ","Os03g0206700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0014O06.3 PE=3 SV=1",218192300,1.037,1.044,0.984,0.975,0.991,0.916,0.797,0.774,0.881,0.779,1.054,1.081,1.092,1.127,0.989,1.112,0.993,1.185
"Q8W3J0","tr|Q8W3J0|Q8W3J0_ORYSJ","Os03g0278000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=UXS-3 PE=2 SV=1",218192543,1.153,1.156,1.329,1.361,1.268,1.024,0.86,0.976,0.768,0.918,1,1.05,0.999,1.121,1.203,1.231,1.081,0.907
"Q10N28","tr|Q10N28|Q10N28_ORYSJ","Os03g0284600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17600 PE=4 SV=1",218192575,0.917,0.981,1.106,1.021,1.103,1.124,0.897,0.846,0.864,0.881,1.097,1.025,1.139,0.824,0.998,0.87,1.013,0.933
"Q6F381","tr|Q6F381|Q6F381_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0021G19.16 PE=2 SV=1",218193896,0.985,0.899,1.032,1.027,1.007,0.87,0.707,0.71,0.654,0.612,1.039,1.013,1.011,0.755,1.147,1.075,0.985,0.93
"B9FF16","tr|B9FF16|B9FF16_ORYSJ","Aamy domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_14706 PE=4 SV=1",218194810,1.012,1.126,1.063,0.92,1.082,1.273,0.84,0.844,0.875,0.863,1.299,1.155,1.335,0.912,1.079,0.924,1.117,1.061
"Q7XQQ3","tr|Q7XQQ3|Q7XQQ3_ORYSJ","OSJNBa0084A10.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0084A10.2 PE=3 SV=1",218194867,1.013,1.06,0.722,0.728,0.693,0.992,0.898,0.775,0.882,0.757,0.958,0.939,1.028,1.242,1.051,0.959,1.066,1.053
"B9FFL9","tr|B9FFL9|B9FFL9_ORYSJ","IGPS domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_15114 PE=3 SV=1",218195015,1.115,1.167,0.997,0.943,1.077,1.146,0.874,0.891,0.901,0.936,1.08,1.155,1.133,1.261,0.938,1.05,1.022,1.053
"B9FM49","tr|B9FM49|B9FM49_ORYSJ","Histone H2A OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16877 PE=3 SV=1",218195973,0.965,1.093,1.02,0.888,1.063,0.86,0.843,0.771,0.745,0.793,1.004,1.121,1.058,0.972,1.009,0.865,1.024,1.105
"B9G7K8","tr|B9G7K8|B9G7K8_ORYSJ","Tr-type G domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30772 PE=3 SV=1",218197314,1.058,1.065,0.912,0.923,0.948,0.955,0.795,0.824,0.85,0.813,0.914,0.98,0.937,0.932,0.91,0.933,0.904,0.945
"B9FS99","tr|B9FS99|B9FS99_ORYSJ","C2 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20645 PE=4 SV=1",218197824,1.138,1.22,1.291,1.36,1.469,1.274,0.843,0.976,0.861,1.042,1.2,1.162,1.245,1.61,1.199,1.3,1.308,1.238
"B9FVY5","tr|B9FVY5|B9FVY5_ORYSJ","Plasma membrane ATPase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_23404 PE=3 SV=1",218199240,0.919,0.97,0.781,0.811,0.828,0.922,0.865,0.81,0.829,0.868,0.734,0.772,0.798,0.727,0.917,0.788,0.941,1.003
"Q0J7M1","tr|Q0J7M1|Q0J7M1_ORYSJ","diacylglycerol kinase OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0178700 PE=2 SV=1",218200569,1.005,0.944,1.065,0.869,1.064,0.787,0.82,0.734,0.895,0.732,0.994,1.059,1.083,1.013,0.887,0.94,0.886,1.026
"Q6YZE2","sp|Q6YZE2|GSA_ORYSJ","Glutamate-1-semialdehyde 2,1-aminomutase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=GSA PE=2 SV=1",218201512,1.143,1.058,0.926,0.962,0.963,0.995,0.788,0.834,0.795,0.891,0.899,1.031,0.891,1.1,0.875,1.129,0.886,0.998
"B9G7X4","tr|B9G7X4|B9G7X4_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30984 PE=4 SV=1",222612577,0.917,0.975,1.06,1.142,1.012,1.107,0.976,0.931,1.031,1.21,1.065,1.089,1.04,1.211,1.495,1.115,1.37,1.173
"B9G6E5","tr|B9G6E5|B9G6E5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_31999 PE=4 SV=1",222613060,0.965,1.003,1.036,0.982,0.97,1.027,0.833,0.741,0.85,0.863,0.965,1.086,0.951,0.861,0.859,0.997,0.815,0.925
"B9G6K2","tr|B9G6K2|B9G6K2_ORYSJ","PMEI domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32112 PE=4 SV=1",222613117,1.077,1.414,0.725,0.806,0.677,0.85,0.673,0.718,0.637,0.837,0.704,0.813,0.696,0.734,0.786,1.033,0.863,1.137
"B9G754","tr|B9G754|B9G754_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32558 PE=3 SV=1",222613319,0.94,1,1.063,1.008,1.042,0.981,0.802,0.803,0.847,0.872,0.987,0.929,0.994,0.804,1.014,0.951,0.995,0.947
"B9GAQ9","tr|B9GAQ9|B9GAQ9_ORYSJ","NB-ARC domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_33916 PE=3 SV=1",222615983,1.37,1.301,1.24,1.485,1.291,1.636,0.798,1.015,0.862,2.031,1.065,1.453,1.141,1.12,2.45,4.115,2.371,1.53
"B9GDU6","tr|B9GDU6|B9GDU6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_36559 PE=4 SV=1",222617321,0.981,1.057,1.166,1.2,1.233,1.153,1.087,0.998,1.087,0.843,0.887,0.898,0.887,1.069,1.265,0.92,1.296,1.294
"B9EUL1","tr|B9EUL1|B9EUL1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_01042 PE=4 SV=1",222618070,1.309,1.344,0.823,0.837,0.846,0.92,0.491,0.535,0.549,0.495,0.516,1.092,0.643,1.284,0.584,1.221,0.647,1.025
"Q8W084","tr|Q8W084|Q8W084_ORYSJ","Os01g0382400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0382400 PE=2 SV=1",222618486,1.108,1.123,1.286,1.189,1.267,1.464,1.251,1.242,1.289,1.28,1.69,1.769,1.63,1.896,1.302,1.496,1.213,1.396
"B9F0T2","tr|B9F0T2|B9F0T2_ORYSJ","UDPGT domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07321 PE=3 SV=1",222623142,1.112,1.375,1.169,1.175,1.185,1.283,0.864,0.873,0.771,1.161,1.03,0.918,1.093,1.023,1.326,1.14,1.412,1.217
"B9F1V9","tr|B9F1V9|B9F1V9_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07974 PE=3 SV=1",222623469,1.033,1.091,1.116,1.059,1.135,1.049,0.775,0.798,0.859,1.081,0.912,0.863,0.926,1.069,1.231,1.187,1.14,1.036
"B9F2K5","tr|B9F2K5|B9F2K5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08284 PE=4 SV=1",222623626,1.028,0.954,0.978,0.966,0.929,0.821,0.881,0.843,0.822,0.754,0.862,0.965,0.91,0.816,0.865,0.865,0.85,0.872
"B9F8C9","tr|B9F8C9|B9F8C9_ORYSJ","Peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10774 PE=3 SV=1",222624895,1.648,1.438,0.995,1.203,1.055,0.825,0.734,0.768,0.705,0.938,0.974,0.901,1.015,1.185,1.239,1.262,1.352,1.219
"Q8LLN0","tr|Q8LLN0|Q8LLN0_ORYSJ","Papain family cysteine protease containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0032E21.07 PE=3 SV=1",222625810,0.857,0.801,1.016,1.075,0.953,0.695,0.697,0.618,0.686,0.552,1.523,0.878,1.429,0.919,1.269,0.93,1.109,0.785
"B9FHU8","tr|B9FHU8|B9FHU8_ORYSJ","Annexin OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18375 PE=3 SV=1",222631426,1.052,1.197,0.989,1.018,0.94,1.2,0.831,0.996,0.816,1.037,0.859,0.861,0.98,0.882,0.98,1.083,1.151,0.988
"B9FH15","tr|B9FH15|B9FH15_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19271 PE=4 SV=1",222632295,0.96,0.891,1.096,1.007,1.018,0.931,0.877,0.817,0.89,0.814,1.085,1.074,1.052,1.074,1.064,1,0.968,0.842
"B9FLV4","tr|B9FLV4|B9FLV4_ORYSJ","Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19728 PE=4 SV=1",222632739,0.99,1.124,1.002,1.024,1.033,1.098,0.899,0.915,0.945,0.858,0.957,0.851,1.069,1.016,1.079,1.12,1.15,1.166
"B9FRH0","tr|B9FRH0|B9FRH0_ORYSJ","DUF1995 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20118 PE=4 SV=1",222634949,1.069,1.113,1.025,0.993,1.058,1.111,0.845,0.901,0.841,0.836,1.039,1.098,1.058,1.051,0.949,1.053,0.972,1.005
"B9FTD3","tr|B9FTD3|B9FTD3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21400 PE=4 SV=1",222635612,0.952,0.96,1.139,1.102,1.086,0.954,0.763,0.69,0.839,1.004,1.091,0.868,1.044,0.923,1.299,1.092,1.325,1.116
"B9FQL8","tr|B9FQL8|B9FQL8_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_22445 PE=3 SV=1",222636128,0.964,1.052,1.091,0.921,1.068,1.058,0.868,0.783,0.825,0.755,1.279,1.319,1.176,1.137,1.037,0.633,1.08,1.017
"Q8H367","tr|Q8H367|Q8H367_ORYSJ","Os07g0413800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0413800 PE=2 SV=1",222636888,0.891,0.931,1.474,1.258,1.338,1.19,0.639,0.549,0.814,0.849,0.577,0.586,0.74,0.773,0.839,1.087,0.902,0.889
"B9FUI4","tr|B9FUI4|B9FUI4_ORYSJ","F-box domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25351 PE=4 SV=1",222637559,0.757,0.798,0.301,0.327,0.385,0.473,0.318,0.278,0.419,0.355,0.234,0.428,0.327,0.305,0.544,0.452,0.636,0.854
"B9FZ04","tr|B9FZ04|B9FZ04_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25992 PE=3 SV=1",222639889,0.684,0.998,0.975,1.013,0.957,0.742,0.57,0.545,0.547,0.501,0.63,0.832,0.522,0.742,0.987,0.957,0.965,0.948
"B9FZF6","tr|B9FZF6|B9FZF6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_26297 PE=3 SV=1",222640041,1.051,1.088,0.952,0.95,1.085,1.157,0.847,0.737,0.85,0.97,1.096,1.196,1.06,0.86,1.107,1.138,1.205,1.055
"B9G167","tr|B9G167|B9G167_ORYSJ","D-3-phosphoglycerate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27507 PE=3 SV=1",222640652,1.016,1.024,1.048,1.055,1.093,0.944,0.91,0.946,0.948,0.828,1.046,1.034,1.039,0.98,1.129,1.089,1.129,1.109
